PETPROFILE_ID,PETPROFILE_CUSTOMER_ID,PETPROFILE_MASTER_ID,PETPROFILE_CUSTOMER_MASTER_ID,PETPROFILE_SUBMITTER_ID,PETPROFILE_SUBMITTER_TYPE,PETPROFILE_SUBMITTER_LOGON,PETPROFILE_SUBMITTER_REGISTRATION_DTTM,PETPROFILE_PETNAME,PETPROFILE_PETTYPE_ID,PETPROFILE_PETTYPE_DESCRIPTION,PETPROFILE_PETBREED_ID,PETPROFILE_PETBREED_DESCRIPTION,PETPROFILE_PETBREED_SIZE_TYPE,PETPROFILE_GENDER,PETPROFILE_WEIGHT_TYPE,PETPROFILE_WEIGHT,PETPROFILE_SIZE_TYPE,PETPROFILE_BIRTHDAY,PETPROFILE_BIRTHDAY_ESTIMATED,PETPROFILE_LIFESTAGE,PETPROFILE_ADOPTED,PETPROFILE_ADOPTION_DTTM,PETPROFILE_STATUS,PETPROFILE_STATUS_REASON,PETPROFILE_CREATED_DTTM,PETPROFILE_UPDATED_DTTM,PETPROFILE_PET_ALLERGY_COUNT,PETPROFILE_PET_PHOTO_COUNT,PETPROFILE_LAST_ADDED_DTTM,DW_CREATE_DTTM,DW_UPDATE_DTTM,PETPROFILE_PETPHOTO_URL,PETPROFILE_MED_CONDITION_LIST,PETPROFILE_MEDICATION_LIST,PETPROFILE_FIRST_BIRTHDAY,PETPROFILE_SEVEN_BIRTHDAY,DW_SITE_ID,PETPROFILE_WEIGHT_UOM,PETPROFILE_WEIGHT_METRIC,PETPROFILE_WEIGHT_METRIC_UOM
2271679,6180005,33879984,12450898,6180005,R,,2016-01-15 13:32:38.000,Adamo,7,Horse,706,Andalusian,,MALE,,1350,,2011-03-01,false,,false,,1,,2018-10-22 22:09:39.384,2021-09-07 05:18:02.718,0.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,Other,,2012-03-01,2018-03-01,10,LBR,612.35,KG
55711773,85965569,55711773,55711534,288547470,A,cmedford1,2023-08-04 13:34:59.000,Sugar,1,Dog,466,Maltese,XS,FMLE,H,13,SM,2011-07-09,true,S,true,2015-06-05 04:00:00.000,0,0,2020-02-14 11:43:06.109,2024-09-24 14:16:09.930,1.00,2.00,2024-06-01 01:50:37.786,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//img.chewy.com/image/17E94B35A746BEE225FE286BED631C64,"None,Other",None,2012-07-09,2018-07-09,10,LBR,5.90,KG
125729961,22539126,125729961,15062809,22539126,R,,2017-09-27 21:32:08.000,Lucy,1,Dog,586,Mixed / Unknown,,FMLE,,6,XS,2019-10-08,false,A,false,,1,,2024-06-02 14:41:43.204,2024-10-08 18:01:15.546,0.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,Other,None,2020-10-08,2026-10-08,10,LBR,2.72,KG
121144656,22539126,121144656,15062809,22539126,R,,2017-09-27 21:32:08.000,Dasher,1,Dog,586,Mixed / Unknown,,MALE,,16,UNK,2013-01-01,false,,false,,0,0,2024-01-25 20:10:50.061,2024-11-15 13:28:14.390,0.00,1.00,2024-01-26 03:51:55.053,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/22539126/8EEAEC918E14270736BDAC2F5D349A15,Other,"Metronidazole,Prednisone",2014-01-01,2020-01-01,10,LBR,7.26,KG
119716161,22539126,119716161,15062809,22539126,R,,2017-09-27 21:32:08.000,Tatertot,1,Dog,586,Mixed / Unknown,,MALE,,11,XS,2021-07-04,false,A,false,,1,,2023-12-13 01:57:46.306,2023-12-13 07:14:00.271,0.00,1.00,2023-12-13 07:09:40.338,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/22539126/0F344DB1F8580204CC3BD99316A11D9C,,Simparica,2022-07-04,2028-07-04,10,LBR,4.99,KG
86785725,22539126,86785725,15062809,22539126,R,,2017-09-27 21:32:08.000,Biff,1,Dog,852,Dachshund,SM,UNKN,,7,XS,2020-02-08,false,A,false,,0,0,2021-09-07 14:52:31.463,2024-01-18 02:39:55.163,0.00,1.00,2023-12-13 07:13:21.927,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/22539126/E4E1BC231B9AB20DBC07C662C739EC89,,,2021-02-08,2027-02-08,10,LBR,3.18,KG
86882602,22539126,86882602,15062809,145507417,A,jchepetla,2021-05-09 16:10:18.122,Daisy,1,Dog,852,Dachshund,SM,FMLE,H,10,XS,2009-06-22,true,S,true,2009-06-09 04:00:00.000,0,0,2021-09-09 18:15:10.665,2022-06-03 00:58:26.903,1.00,1.00,2021-10-22 23:37:54.797,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/22539126/47FC883BA0CB102660FB760CEB7C401D,Cushings/Addisons Disease,Vetoryl,2010-06-22,2016-06-22,10,LBR,4.54,KG
95913021,5388734,95913021,12129516,5388734,R,,2015-10-30 16:31:26.000,Lola,1,Dog,586,Mixed / Unknown,,FMLE,,20,SM,2012-05-10,false,S,true,2022-04-16 04:00:00.000,1,,2022-04-17 22:42:19.727,2025-06-16 16:45:45.976,0.00,1.00,2022-04-17 22:42:19.744,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/5388734/AF40CB2241F5CA419DDB9F84A3CD4F7F,Other,"Prednisone,Gabapentin",2013-05-10,2019-05-10,10,LBR,9.07,KG
19182,5388734,31627646,12129516,102988462,A,areboredo,2020-07-12 20:50:48.813,Toffee,1,Dog,380,Boston Terrier,SM,FMLE,,26,SM,2009-06-06,false,S,true,2016-05-01 04:00:00.000,0,0,2018-05-13 16:18:46.935,2021-06-16 02:37:25.948,0.00,2.00,2018-12-06 18:37:21.460,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//img.chewy.com/image/2DDB3BC144FB3D2BC9B235FF47C40384,Liver Disease,Deramaxx,2010-06-06,2016-06-06,10,LBR,11.79,KG
797341,5388734,32405805,12129516,94627227,A,jhamber,2020-04-26 13:10:36.090,Halavah,1,Dog,380,Boston Terrier,SM,UNKN,,1,SM,2005-10-25,true,S,false,,0,0,2018-07-25 18:12:12.703,2022-02-28 18:38:42.132,0.00,2.00,2019-01-26 10:41:03.892,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//img.chewy.com/image/441EBD4BBF7DFAC14EF9835680BC3DB1,,,2006-10-25,2012-10-25,10,LBR,0.45,KG
19180,5388734,31627644,12129516,151866536,A,asanchez30,2021-06-20 20:52:50.636,Lillie,1,Dog,380,Boston Terrier,SM,FMLE,H,26,SM,2011-06-06,true,A,true,2012-04-01 04:00:00.000,0,0,2018-05-13 16:17:52.045,2022-02-24 16:58:29.703,0.00,2.00,2018-12-06 18:34:38.546,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//img.chewy.com/image/17A8D0A5FE6A8491D7A255D275773DAC,None,None,2012-06-06,2018-06-06,10,LBR,11.79,KG
115657417,8698248,115657417,13447408,8698248,R,,2016-06-28 08:41:17.000,Toby,2,Cat,740,Other,,UNKN,,18,UNK,,false,,false,,1,,2023-08-28 22:05:55.682,2024-12-09 19:03:56.106,0.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,,,,,10,LBR,8.16,KG
115657428,8698248,115657428,13447408,8698248,R,,2016-06-28 08:41:17.000,Toby,2,Cat,740,Other,,UNKN,,,UNK,,false,,false,,2,,2023-08-28 22:06:02.980,2023-08-28 22:06:02.980,0.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,,,,,10,LBR,,KG
81903277,8698248,81903277,13447408,8698248,R,,2016-06-28 08:41:17.000,Callie,1,Dog,586,Mixed / Unknown,,FMLE,,18,SM,2016-06-08,false,S,false,,1,,2021-05-19 20:37:39.939,2025-06-20 15:54:44.329,0.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,,,2017-06-08,2023-06-08,10,LBR,8.16,KG
1453739,8698248,33062044,13447408,17816620,A,ccartaya,2017-05-30 13:44:41.324,Gentle Ben,1,Dog,435,German Shepherd,L,MALE,H,80,L,2015-04-13,true,A,true,2015-06-01 04:00:00.000,2,2,2018-09-01 08:00:17.217,2023-07-09 16:40:09.974,0.00,2.00,2023-07-09 16:40:10.034,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//img.chewy.com/image/14BC8697662782A7EDD09A378D7ECAB7,None,None,2016-04-13,2022-04-13,10,LBR,36.29,KG
104577266,1914950,104577266,10795802,208453886,A,aflora,2022-06-13 12:09:33.393,Radar,1,Dog,461,Labrador Retriever,L,MALE,U,88,XL,2012-11-12,true,S,true,2015-12-04 05:00:00.000,0,0,2022-11-12 13:41:39.678,2023-01-23 22:47:45.924,0.00,1.00,2022-11-12 13:41:39.707,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/1914950/9218DB9F4581F95BA772D93B5C3E7CED,None,Vetoryl,2013-11-12,2019-11-12,10,LBR,39.92,KG
108799307,1914950,108799307,10795802,1914950,R,,2014-06-20 16:16:55.360,Sage,1,Dog,461,Labrador Retriever,L,FMLE,,92,UNK,2010-01-25,false,,false,,0,0,2023-03-06 16:45:53.589,2023-07-12 15:58:40.612,1.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,None,None,2011-01-25,2017-01-25,10,LBR,41.73,KG
115945836,2106014,115945836,10873928,2106014,R,,2014-07-30 00:49:18.000,Maggie,2,Cat,740,Other,,FMLE,,10,UNK,,false,,false,,1,,2023-09-06 22:53:39.579,2024-12-30 22:55:17.904,0.00,1.00,2023-12-02 20:02:40.280,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/2106014/319A3464E1349AAB153151456B519BE2,,None,,,10,LBR,4.54,KG
115945810,2106014,115945810,10873928,2106014,R,,2014-07-30 00:49:18.000,Daisy,2,Cat,740,Other,,FMLE,,12,UNK,,false,,false,,1,,2023-09-06 22:53:02.658,2025-02-09 17:42:21.819,0.00,1.00,2023-12-02 20:01:24.211,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/2106014/D69708EAAADF588667225ECB5D3B33F8,,,,,10,LBR,5.44,KG
97817994,2106014,97817994,10873928,207900662,A,dpalermo1,2022-02-05 10:08:33.000,Abby,2,Cat,740,Other,,FMLE,H,10,UNK,,false,,false,,2,2,2022-05-28 22:53:40.177,2022-12-08 16:16:09.248,0.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,,,,,10,LBR,4.54,KG
73836205,2106014,73836205,10873928,2106014,R,,2014-07-30 00:49:18.000,Lucy,1,Dog,586,Mixed / Unknown,,FMLE,,16,SM,2018-02-28,true,A,true,2018-11-15 05:00:00.000,1,,2020-12-10 00:49:59.449,2025-03-30 16:56:00.291,0.00,1.00,2022-02-03 00:33:48.568,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/2106014/C0977BC0346222916ECB3B96715A1EBD,None,None,2019-02-28,2025-02-28,10,LBR,7.26,KG
81836977,2106014,81836977,10873928,2106014,R,,2014-07-30 00:49:18.000,Sydney,2,Cat,638,Domestic,,FMLE,,10,UNK,2015-05-05,false,A,false,,1,,2021-05-18 14:37:42.671,2022-02-03 00:16:56.433,0.00,1.00,2022-02-03 00:16:56.579,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/2106014/AE857C8F41BDA43C07BC030BA3A2A072,,,2016-05-05,2022-05-05,10,LBR,4.54,KG
78891335,2106014,78891335,10873928,95372202,A,rpapillon,2020-05-03 12:10:04.309,Maya,2,Cat,740,Other,,FMLE,,13,UNK,,false,,false,,1,,2021-03-17 16:52:33.678,2022-12-08 16:23:35.227,0.00,1.00,2022-12-08 16:23:36.219,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/2106014/8654AA4381D3FED95B58D559D70DBDFB,,,,,10,LBR,5.90,KG
81836879,2106014,81836879,10873928,2106014,R,,2014-07-30 00:49:18.000,Jake,2,Cat,638,Domestic,,MALE,,8,UNK,2007-05-18,false,S,true,2014-01-05 05:00:00.000,2,2,2021-05-18 14:35:58.173,2022-02-03 00:04:38.268,0.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,,,2008-05-18,2014-05-18,10,LBR,3.63,KG
81836824,2106014,81836824,10873928,2106014,R,,2014-07-30 00:49:18.000,Abby,2,Cat,638,Domestic,,FMLE,,8,UNK,2007-05-18,false,S,true,2013-12-31 05:00:00.000,2,2,2021-05-18 14:34:39.195,2022-06-29 23:15:32.563,0.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,,,2008-05-18,2014-05-18,10,LBR,3.63,KG
73836193,2106014,73836193,10873928,2106014,R,,2014-07-30 00:49:18.000,molly,1,Dog,586,Mixed / Unknown,,UNKN,,0,UNK,,false,,false,,2,2,2020-12-10 00:49:45.307,2021-05-18 14:32:59.106,0.00,0.00,,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,,,,,,10,LBR,0.00,KG
54930432,2106014,54930432,10873928,2106014,R,,2014-07-30 00:49:18.000,Lexi,1,Dog,788,Cocker Spaniel,M,FMLE,,40,UNK,2015-01-10,false,,false,2016-12-25 05:00:00.000,1,,2020-01-29 17:38:48.584,2024-09-23 22:59:56.071,0.00,1.00,2022-02-03 00:14:25.567,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/2106014/CA2B6F92F2B70C9539ECCC5093C0EDCE,None,None,2016-01-10,2022-01-10,10,LBR,18.14,KG
54930442,2106014,54930442,10873928,27113105,A,cquinones2,2017-12-26 09:40:09.396,Molly,1,Dog,788,Cocker Spaniel,M,FMLE,H,27,M,2015-02-02,true,S,true,2016-08-13 04:00:00.000,0,0,2020-01-29 17:39:03.390,2024-12-10 16:07:36.245,1.00,1.00,2022-02-03 00:29:07.558,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//image.chewy.com/catalog/petprofile/2106014/F4912235FD8D2D4FA999054BC892A498,None,APOQUEL,2016-02-02,2022-02-02,10,LBR,12.25,KG
1750157,13442365,33358462,16931761,13442365,R,,2017-01-23 21:13:18.000,Luna,1,Dog,525,Shih Tzu,XS,FMLE,,14,SM,2013-08-10,false,S,false,,1,,2018-09-18 15:16:35.244,2024-09-08 17:09:23.907,0.00,3.00,2022-03-24 18:49:28.147,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//img.chewy.com/image/8F2AA7FBD208EF28DAF416390368418D,Bladder/Kidney Stones,None,2014-08-10,2020-08-10,10,LBR,6.35,KG
1749644,13442365,33357949,16931761,18556925,A,awilliams8,2017-06-19 14:53:37.334,Minnie,1,Dog,380,Boston Terrier,SM,UNKN,H,20,SM,2009-02-18,true,S,true,2009-02-02 05:00:00.000,2,2,2018-09-18 14:47:44.668,2021-06-16 00:33:23.220,0.00,2.00,2018-09-18 15:18:27.239,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//img.chewy.com/image/8CC1DB854A2404F2DBBCF191262702D7,Other,"Other,Vetmedin",2010-02-18,2016-02-18,10,LBR,9.07,KG
5049054,13442365,36657359,16931761,13442365,R,,2017-01-23 21:13:18.000,Lucy,1,Dog,586,Mixed / Unknown,,FMLE,,11,XS,2014-02-27,false,A,false,,2,2,2019-04-15 19:42:50.707,2022-03-24 18:52:43.887,0.00,2.00,2019-04-15 19:42:50.821,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//img.chewy.com/image/EB1C751B52CAD4592E9356199FCB963B,None,None,2015-02-27,2021-02-27,10,LBR,4.99,KG
1829370,13442365,33437675,16931761,13442365,R,,2017-01-23 21:13:18.000,Jazzy,1,Dog,380,Boston Terrier,SM,FMLE,,20,SM,2015-08-03,false,S,false,,1,,2018-09-23 21:23:33.813,2025-05-28 20:22:16.859,0.00,2.00,2022-03-24 18:55:08.418,2025-07-25 17:12:38.437,2025-07-25 17:12:38.437,//img.chewy.com/image/F70229E6416BEF4BB52BEC90FF5E3F4F,None,None,2016-08-03,2022-08-03,10,LBR,9.07,KG
